mim_number,mim_name,prefix
590040,"TRANSFER RNA, MITOCHONDRIAL, HISTIDINE; MTTH",Asterisk
590045,"TRANSFER RNA, MITOCHONDRIAL, ISOLEUCINE; MTTI",Asterisk
590050,"TRANSFER RNA, MITOCHONDRIAL, LEUCINE, 1; MTTL1",Asterisk
590055,"TRANSFER RNA, MITOCHONDRIAL, LEUCINE, 2; MTTL2",Asterisk
590060,"TRANSFER RNA, MITOCHONDRIAL, LYSINE; MTTK",Asterisk
590065,"TRANSFER RNA, MITOCHONDRIAL, METHIONINE; MTTM",Asterisk
590070,"TRANSFER RNA, MITOCHONDRIAL, PHENYLALANINE; MTTF",Asterisk
590075,"TRANSFER RNA, MITOCHONDRIAL, PROLINE; MTTP",Asterisk
590080,"TRANSFER RNA, MITOCHONDRIAL, SERINE, 1; MTTS1",Asterisk
590085,"TRANSFER RNA, MITOCHONDRIAL, SERINE, 2; MTTS2",Asterisk
590090,"TRANSFER RNA, MITOCHONDRIAL, THREONINE; MTTT",Asterisk
590095,"TRANSFER RNA, MITOCHONDRIAL, TRYPTOPHAN; MTTW",Asterisk
590100,"TRANSFER RNA, MITOCHONDRIAL, TYROSINE; MTTY",Asterisk
590105,"TRANSFER RNA, MITOCHONDRIAL, VALINE; MTTV",Asterisk
598500,"WOLFRAM SYNDROME, MITOCHONDRIAL FORM",Number Sign
600000,SPONDYLOCAMPTODACTYLY,
600001,"HEART DEFECTS, CONGENITAL, AND OTHER CONGENITAL ANOMALIES; HDCA",Number Sign
600002,EIKEN SYNDROME,Number Sign
600003,"CALCIUM CHANNEL, VOLTAGE-DEPENDENT, BETA-2 SUBUNIT; CACNB2",Asterisk
600004,EPHRIN RECEPTOR EphA5; EPHA5,Asterisk
600005,"MAJOR HISTOCOMPATIBILITY COMPLEX, CLASS II, TRANSACTIVATOR; MHC2TA",Asterisk
600006,"REGULATORY FACTOR X, 1; RFX1",Asterisk
600007,FMS-RELATED TYROSINE KINASE 3 LIGAND; FLT3LG,Asterisk
600008,NICOTINAMIDE N-METHYLTRANSFERASE; NNMT,Asterisk
600009,INTERFERON-ALPHA-INDUCIBLE PROTEIN 27; IFI27,Asterisk
600010,INSULINOMA-ASSOCIATED 1; INSM1,Asterisk
600011,EPHRIN RECEPTOR EphB4; EPHB4,Asterisk
600012,UBIQUITIN-CONJUGATING ENZYME E2L 1; UBE2L1,Asterisk
600013,TRANSCRIPTION FACTOR YY1; YY1,Asterisk
600014,"SWI/SNF-RELATED, MATRIX-ASSOCIATED, ACTIN-DEPENDENT REGULATOR OF CHROMATIN, SUBFAMILY A, MEMBER 2; SMARCA2",Asterisk
600015,MOVED TO 106165,Caret
600016,CONTACTIN 1; CNTN1,Asterisk
600017,SYNDECAN 4; SDC4,Asterisk
600018,"OPIOID RECEPTOR, MU-1; OPRM1",Asterisk
600019,CYTOCHROME b561; CYB561,Asterisk
600020,MAX-INTERACTING PROTEIN 1; MXI1,Asterisk
600021,MAX DIMERIZATION PROTEIN 1; MXD1,Asterisk
600022,PROSTAGLANDIN I2 RECEPTOR; PTGIR,Asterisk
600023,CADHERIN 11; CDH11,Asterisk
600024,LAMIN B RECEPTOR; LBR,Asterisk
600025,KINESIN LIGHT CHAIN 1; KLC1,Asterisk
600026,"SYNTROPHIN, BETA-1; SNTB1",Asterisk
600027,"SYNTROPHIN, BETA-2; SNTB2",Asterisk
600028,DISTAL-LESS HOMEOBOX 5; DLX5,Asterisk
600029,DISTAL-LESS HOMEOBOX 1; DLX1,Asterisk
600030,DISTAL-LESS HOMEOBOX 6; DLX6,Asterisk
600031,CHITINASE 1; CHIT1,Asterisk
600032,MOVED TO 182455,Caret
600033,TISSUE FACTOR PATHWAY INHIBITOR 2; TFPI2,Asterisk
600034,"EMPTY SPIRACLES, DROSOPHILA, HOMOLOG OF, 1; EMX1",Asterisk
600035,"EMPTY SPIRACLES, DROSOPHILA, 2, HOMOLOG OF; EMX2",Asterisk
600036,"ORTHODENTICLE, DROSOPHILA, HOMOLOG OF, 1; OTX1",Asterisk
600037,"ORTHODENTICLE, DROSOPHILA, HOMOLOG OF, 2; OTX2",Asterisk
600038,MEGAKARYOCTYE-ASSOCIATED TYROSINE KINASE; MATK,Asterisk
600039,BCL2-LIKE 1; BCL2L1,Asterisk
600040,BCL2-ASSOCIATED X PROTEIN; BAX,Asterisk
600041,"PURINERGIC RECEPTOR P2Y, G PROTEIN-COUPLED, 2; P2RY2",Asterisk
600042,MELANOCORTIN 5 RECEPTOR; MC5R,Asterisk
600043,"SULFOTRANSFERASE FAMILY 1E, ESTROGEN-PREFERRING, MEMBER 1; SULT1E1",Asterisk
600044,THROMBOPOIETIN; THPO,Asterisk
600045,DNA DAMAGE-BINDING PROTEIN 1; DDB1,Asterisk
600046,"ATP-BINDING CASSETTE, SUBFAMILY A, MEMBER 1; ABCA1",Plus
600047,"ATP-BINDING CASSETTE, SUBFAMILY A, MEMBER 2; ABCA2",Asterisk
600048,MOVED TO 114480,Caret
600049,MDS1 GENE; MDS1,Asterisk
600050,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 11; MAP3K11,Asterisk
600051,EPIDERMAL GROWTH FACTOR RECEPTOR PATHWAY SUBSTRATE 15; EPS15,Asterisk
600052,APELIN RECEPTOR; APLNR,Asterisk
600053,"CYCLIC NUCLEOTIDE-GATED CHANNEL, ALPHA-3; CNGA3",Asterisk
600054,MOVED TO 300338,Caret
600055,MOVED TO 426000,Caret
600056,MOVED TO 314690,Caret
600057,EXSTROPHY OF BLADDER,Percent
600058,PROTEIN TYROSINE KINASE TXK; TXK,Asterisk
600059,RETINITIS PIGMENTOSA 13; RP13,Number Sign
600060,"DEAFNESS, AUTOSOMAL RECESSIVE 2; DFNB2",Number Sign
600061,"RAD23, YEAST, HOMOLOG OF, A; RAD23A",Asterisk
600062,"RAD23, YEAST, HOMOLOG OF, B; RAD23B",Asterisk
600063,"TROVE DOMAIN FAMILY, MEMBER 2; TROVE2",Asterisk
600064,KERATIN-ASSOCIATED PROTEIN 11-1; KRTAP11-1,Asterisk
600065,"INTEGRIN, BETA-2; ITGB2",Asterisk
600066,EPHRIN RECEPTOR EphA6; EPHA6,Asterisk
600067,"URIDINE DIPHOSPHATE GLYCOSYLTRANSFERASE 2 FAMILY, MEMBER B4; UGT2B4",Asterisk
600068,"URIDINE DIPHOSPHATE GLYCOSYLTRANSFERASE 2 FAMILY, MEMBER B7; UGT2B7",Asterisk
600069,"URIDINE DIPHOSPHATE GLYCOSYLTRANSFERASE 2 FAMILY, MEMBER B15; UGT2B15",Asterisk
600070,"URIDINE DIPHOSPHATE GLYCOSYLTRANSFERASE 2 FAMILY, MEMBER B10; UGT2B10",Asterisk
600071,MOVED TO 600067,Caret
600072,FATAL FAMILIAL INSOMNIA; FFI,Number Sign
600073,LOW DENSITY LIPOPROTEIN RECEPTOR-RELATED PROTEIN 2; LRP2,Asterisk
600074,CD24 ANTIGEN; CD24,Asterisk
600075,TATA BOX-BINDING PROTEIN; TBP,Asterisk
600076,TENSIN 1; TNS1,Asterisk
600077,MOVED TO 224750,Caret
600078,MOVED TO 300012,Caret
600079,"PROTEIN-TYROSINE PHOSPHATASE, NONRECEPTOR-TYPE, 12; PTPN12",Asterisk
600080,"MYELOCYTIC LEUKEMIA-LIKE SYNDROME, FAMILIAL, CHRONIC",
600081,"VITAMIN D HYDROXYLATION-DEFICIENT RICKETS, TYPE 1B; VDDR1B",Number Sign
600082,"PROSTATIC HYPERPLASIA, BENIGN; BPH",Percent
600083,MOVED TO 300144,Caret
600084,"MACROCYTOSIS, FAMILIAL",
600085,PROTEIN-TYROSINE KINASE SYK; SYK,Asterisk
600086,ALCOHOL DEHYDROGENASE 7; ADH7,Asterisk
600087,TUFTELIN; TUFT1,Asterisk
600088,MOVED TO 113810,Caret
600089,PANCREATIC BETA CELL AGENESIS WITH NEONATAL DIABETES MELLITUS,
600090,MOVED TO 300013,Caret
600091,MOVED TO 158600,Caret
600092,CHONDRODYSPLASIA-PSEUDOHERMAPHRODITISM SYNDROME,
600093,SPONDYLOEPIPHYSEAL DYSPLASIA TARDA WITH CHARACTERISTIC FACIES,
600094,MOVED TO 300095,Caret
600095,MOVED TO 246560,Caret
600096,PUERTO RICAN INFANT HYPOTONIA SYNDROME,
600097,MOVED TO 300106,Caret
600098,RELATED RAS VIRAL ONCOGENE HOMOLOG 2; RRAS2,Asterisk
600099,MOVED TO 246530,Caret
600100,MOVED TO 601792,Caret
600101,"DEAFNESS, AUTOSOMAL DOMINANT 2A; DFNA2A",Number Sign
600102,MOVED TO 300067,Caret
600103,SYNAPTOTAGMIN 4; SYT4,Asterisk
600104,SYNAPTOTAGMIN 2; SYT2,Asterisk
600105,RETINITIS PIGMENTOSA 12; RP12,Number Sign
600106,"INOSITOL POLYPHOSPHATE-5-PHOSPHATASE, 40-KD; INPP5A",Asterisk
600107,MOVED TO 300014,Caret
600108,MATRIX METALLOPROTEINASE 13; MMP13,Asterisk
600109,MOVED TO 602668,Caret
600110,STARGARDT DISEASE 3; STGD3,Number Sign
600111,"SOLUTE CARRIER FAMILY 1 (GLIAL HIGH AFFINITY GLUTAMATE TRANSPORTER), MEMBER 3; SLC1A3",Asterisk
600112,"DYNEIN, CYTOPLASMIC 1, HEAVY CHAIN 1; DYNC1H1",Asterisk
600113,MOVED TO 300005,Caret
600114,"CHAPERONIN CONTAINING T-COMPLEX POLYPEPTIDE 1, SUBUNIT 3; CCT3",Asterisk
600115,MOVED TO 163260,Caret
600116,"PARKINSON DISEASE 2, AUTOSOMAL RECESSIVE JUVENILE; PARK2",Number Sign
600117,"DYSPHASIA, FAMILIAL DEVELOPMENTAL",
600118,WARBURG MICRO SYNDROME 1; WARBM1,Number Sign
600119,"SARCOGLYCAN, ALPHA; SGCA",Asterisk
600120,MOVED TO 186100,Caret
600121,"RHIZOMELIC CHONDRODYSPLASIA PUNCTATA, TYPE 3; RCDP3",Number Sign
600122,"MALE PSEUDOHERMAPHRODITISM/MENTAL RETARDATION SYNDROME, VERLOES TYPE",
600123,ATRIOVENTRICULAR SEPTAL DEFECT WITH BLEPHAROPHIMOSIS AND ANAL AND RADIAL DEFECTS,
600124,HETEROGENEOUS NUCLEAR RIBONUCLEOPROTEIN A2/B1; HNRNPA2B1,Asterisk
600125,MOVED TO 126065,Caret
600126,"PHOSPHODIESTERASE 4A, cAMP-SPECIFIC; PDE4A",Asterisk
600127,"PHOSPHODIESTERASE 4B, cAMP-SPECIFIC; PDE4B",Asterisk
600128,"PHOSPHODIESTERASE 4C, cAMP-SPECIFIC; PDE4C",Asterisk
600129,"PHOSPHODIESTERASE 4D, cAMP-SPECIFIC; PDE4D",Asterisk
600130,"APOLIPOPROTEIN B mRNA-EDITING ENZYME, CATALYTIC POLYPEPTIDE 1; APOBEC1",Asterisk
600131,"EPILEPSY, CHILDHOOD ABSENCE, SUSCEPTIBILITY TO, 1; ECA1",Percent
600132,RETINITIS PIGMENTOSA 14; RP14,Number Sign
600133,"LAMININ, ALPHA-4; LAMA4",Asterisk
600134,MOVED TO 605158,Caret
600135,CORTEXIN 1; CTXN1,Asterisk
600136,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 9; MAP3K9,Asterisk
600137,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 10; MAP3K10,Asterisk
600138,RETINITIS PIGMENTOSA 11; RP11,Number Sign
600139,MOVED TO 137800,Caret
600140,CREB-BINDING PROTEIN; CREBBP,Asterisk
600141,HEAT-SHOCK 10-KD PROTEIN; HSPE1,Asterisk
600142,"CEREBRAL ARTERIOPATHY, AUTOSOMAL RECESSIVE, WITH SUBCORTICAL INFARCTS AND LEUKOENCEPHALOPATHY; CARASIL",Number Sign
600143,"CEROID LIPOFUSCINOSIS, NEURONAL, 8; CLN8",Number Sign
600144,"INOSITOL 1,4,5-TRIPHOSPHATE RECEPTOR, TYPE 2; ITPR2",Asterisk
600145,SACRAL DEFECT WITH ANTERIOR MENINGOCELE,Number Sign
600146,MOVED TO 270800,Caret
600147,MESENCHYME HOMEOBOX 1; MEOX1,Asterisk
600148,GLYCEROL KINASE 2; GK2,
600149,GLYCEROL KINASE 3 PSEUDOGENE; GK3P,
600150,"POTASSIUM CHANNEL, CALCIUM-ACTIVATED, LARGE CONDUCTANCE, SUBFAMILY M, ALPHA MEMBER 1; KCNMA1",Asterisk
600151,BARDET-BIEDL SYNDROME 3; BBS3,Number Sign
600152,SEC13-LIKE PROTEIN 1; SEC13L1,Asterisk
600153,PHOSPHATIDYLINOSITOL GLYCAN ANCHOR BIOSYNTHESIS CLASS F PROTEIN; PIGF,Asterisk
600154,PHOSPHATIDYLINOSITOL GLYCAN ANCHOR BIOSYNTHESIS CLASS H PROTEIN; PIGH,Asterisk
600155,"HIRSCHSPRUNG DISEASE, SUSCEPTIBILITY TO, 2; HSCR2",Number Sign
600156,"HIRSCHSPRUNG DISEASE, SUSCEPTIBILITY TO, 5; HSCR5",Percent
600157,"ADAPTOR-RELATED PROTEIN COMPLEX 1, BETA-1 SUBUNIT; AP1B1",Asterisk
600158,MOVED TO 251290,Caret
600159,PTERYGIUM COLLI AND MENTAL RETARDATION WITH FACIAL AND DIGITAL ANOMALIES,
600160,CYCLIN-DEPENDENT KINASE INHIBITOR 2A; CDKN2A,Asterisk
600161,PRADER-WILLI/ANGELMAN REGION RNA 1; PWAR1,Asterisk
600162,PRADER-WILLI/ANGELMAN REGION RNA 5; PWAR5,Asterisk
600163,"SODIUM CHANNEL, VOLTAGE-GATED, TYPE V, ALPHA SUBUNIT; SCN5A",Asterisk
600164,GTP-BINDING MITOGEN-INDUCED T-CELL PROTEIN; GEM,Asterisk
600165,NANOPHTHALMOS 1; NNO1,Percent
600166,"HYPERPARATHYROIDISM, PRIMARY, CAUSED BY WATER CLEAR CELL HYPERPLASIA",
600167,HISTAMINE RECEPTOR H1; HRH1,Asterisk
600168,MACROPHAGE STIMULATING 1 RECEPTOR; MST1R,Asterisk
600169,MAJOR HISTOCOMPATIBILITY COMPLEX CLASS I CHAIN-RELATED GENE A; MICA,Asterisk
600170,AQUAPORIN 3; AQP3,Asterisk
600171,GONADAL AGENESIS,
600172,METAL-REGULATORY TRANSCRIPTION FACTOR 1; MTF1,Asterisk
600173,JANUS KINASE 3; JAK3,Asterisk
600174,"PHOSPHATIDYLINOSITOL TRANSFER PROTEIN, ALPHA; PITPNA",Asterisk
600175,"NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE VIII; HMN8",Number Sign
600176,"PACHYGYRIA WITH MENTAL RETARDATION, SEIZURES, AND ARACHNOID CYSTS",Percent
600177,MOVED TO 300102,Caret
600178,MICROTUBULE-ASSOCIATED PROTEIN 1A; MAP1A,Asterisk
600179,"GUANYLATE CYCLASE 2D, MEMBRANE; GUCY2D",Asterisk
600180,MOVED TO 108355,Caret
600181,LIPOCALIN 2; LCN2,Asterisk
600182,"SOLUTE CARRIER FAMILY 7 (CATIONIC AMINO ACID TRANSPORTER, y+ SYSTEM), MEMBER 5; SLC7A5",Asterisk
600183,DUAL-SPECIFICITY PHOSPHATASE 3; DUSP3,Asterisk
600184,CARNITINE ACETYLTRANSFERASE; CRAT,Asterisk
600185,BRCA2 GENE; BRCA2,Asterisk
600186,MOVED TO 300016,Caret
600187,EUKARYOTIC TRANSLATION INITIATION FACTOR 5A; EIF5A,Asterisk
600188,AMINO-TERMINAL ENHANCER OF SPLIT; AES,Asterisk
600189,TRANSDUCIN-LIKE ENHANCER OF SPLIT 1; TLE1,Asterisk
600190,TRANSDUCIN-LIKE ENHANCER OF SPLIT 3; TLE3,Asterisk
600191,MOVED TO 300018,Caret
600192,"SYNOVIAL SARCOMA TRANSLOCATION, CHROMOSOME 18; SS18",Asterisk
600193,"WAARDENBURG SYNDROME, TYPE 2B; WS2B",Percent
600194,"KERATIN 2, TYPE II; KRT2",Asterisk
600195,"VENOUS MALFORMATIONS, MULTIPLE CUTANEOUS AND MUCOSAL; VMCM",Number Sign
600196,MOVED TO 300019,Caret
600197,"V-MAF AVIAN MUSCULOAPONEUROTIC FIBROSARCOMA ONCOGENE FAMILY, PROTEIN K; MAFK",Asterisk
600198,MOVED TO 163260,Caret
600199,MOVED TO 300021,Caret
600200,MOVED TO 133440,Caret
600201,AGOUTI SIGNALING PROTEIN; ASIP,Asterisk
600202,"DYSLEXIA, SUSCEPTIBILITY TO, 2; DYX2",Percent
600203,MOVED TO 300030,Caret
600204,"EPIPHYSEAL DYSPLASIA, MULTIPLE, 2; EDM2",Number Sign
600205,MOVED TO 107748,Caret
600206,EPIDERMAL GROWTH FACTOR RECEPTOR PATHWAY SUBSTRATE 8; EPS8,Asterisk
600207,HIPPOCALCIN-LIKE 1; HPCAL1,Asterisk
600208,MOVED TO 155100,Caret
600209,"EXOSTOSES, MULTIPLE, TYPE III; EXT3",Percent
600210,RUNT-RELATED TRANSCRIPTION FACTOR 3; RUNX3,Asterisk
600211,RUNT-RELATED TRANSCRIPTION FACTOR 2; RUNX2,Asterisk
600212,FATTY ACID SYNTHASE; FASN,Asterisk
600213,MOVED TO 176310,Caret
600214,ADVANCED GLYCOSYLATION END PRODUCT-SPECIFIC RECEPTOR; AGER,Asterisk
600215,MICROFIBRILLAR-ASSOCIATED PROTEIN 1; MFAP1,Asterisk
600216,MOVED TO 400002,Caret
600217,MOVED TO 601545,Caret
600218,MOVED TO 600068,Caret
600219,MOVED TO 600069,Caret
600220,"PHOSPHOLIPASE C, GAMMA-2; PLCG2",Asterisk
600221,"TEK TYROSINE KINASE, ENDOTHELIAL; TEK",Asterisk
600222,TYROSINE KINASE WITH IMMUNOGLOBULIN AND EGF FACTOR HOMOLOGY DOMAINS 1; TIE1,Asterisk
600223,SPINOCEREBELLAR ATAXIA 4; SCA4,Percent
600224,SPINOCEREBELLAR ATAXIA 5; SCA5,Number Sign
600225,GTP CYCLOHYDROLASE I; GCH1,Asterisk
600226,MOVED TO 300031,Caret
600227,CYCLIN F; CCNF,Asterisk
600228,"SODIUM CHANNEL, NONVOLTAGE-GATED 1, ALPHA SUBUNIT; SCNN1A",Asterisk
600229,"SOLUTE CARRIER FAMILY 1 (GLUTAMATE/NEUTRAL AMINO ACID TRANSPORTER), MEMBER 4; SLC1A4",Asterisk
600230,"PHOSPHOLIPASE C, BETA-3; PLCB3",Asterisk
600231,"PALMOPLANTAR KERATODERMA, BOTHNIAN TYPE; PPKB",Number Sign
600232,"GAMMA-AMINOBUTYRIC ACID RECEPTOR, BETA-2; GABRB2",Asterisk
600233,"GAMMA-AMINOBUTYRIC ACID RECEPTOR, GAMMA-3; GABRG3",Asterisk
600234,3-HYDROXY-3-METHYLGLUTARYL-CoA SYNTHASE 2; HMGCS2,Asterisk
600235,"SODIUM CHANNEL, VOLTAGE-GATED, TYPE I, BETA SUBUNIT; SCN1B",Asterisk
600236,CENTROMERIC PROTEIN F; CENPF,Asterisk
600237,"HISTONE CELL CYCLE REGULATION DEFECTIVE, S. CEREVISIAE, HOMOLOG OF, A; HIRA",Asterisk
600238,TRANSGLUTAMINASE 3; TGM3,Asterisk
600239,G PROTEIN-COUPLED RECEPTOR 1; GPR1,Asterisk
600240,CHEMOKINE (C-C) RECEPTOR 10; CCR10,Asterisk
600241,G PROTEIN-COUPLED RECEPTOR 3; GPR3,Asterisk
600242,"CHEMOKINE, CC MOTIF, RECEPTOR 7; CCR7",Asterisk
600243,DEFENDER AGAINST CELL DEATH 1; DAD1,Asterisk
600244,PROGRAMMED CELL DEATH 1; PDCD1,Asterisk
600245,FIBROMODULIN; FMOD,Asterisk
600246,"ELK4, ETS-DOMAIN PROTEIN; ELK4",Asterisk
600247,"ELK3, ETS-DOMAIN PROTEIN; ELK3",Asterisk
600248,MOVED TO 300009,Caret
600249,"ALDEHYDE DEHYDROGENASE 1 FAMILY, MEMBER L1; ALDH1L1",Asterisk
600250,"CHEMOKINE, C MOTIF, LIGAND 1; XCL1",Asterisk
600251,"FACIAL CLEFTING, OBLIQUE, 1; OBLFC1",Number Sign
600252,LOWRY-MACLEAN SYNDROME,
600253,ARYL HYDROCARBON RECEPTOR; AHR,Asterisk
600254,MOVED TO 300032,Caret
600255,MOVED TO 400000,Caret
600256,MOVED TO 123155,Caret
600257,CHROMOSOME 8q12.1-q21.2 DELETION SYNDROME,Number Sign
600258,"POSTMEIOTIC SEGREGATION INCREASED, S. CEREVISIAE, 1; PMS1",Asterisk
600259,"POSTMEIOTIC SEGREGATION INCREASED, S. CEREVISIAE, 2; PMS2",Asterisk
600260,MOVED TO 300008,Caret
600261,REMOVED FROM DATABASE,Caret
600262,PROSTAGLANDIN-ENDOPEROXIDE SYNTHASE 2; PTGS2,Asterisk
600263,"HELICOBACTER PYLORI INFECTION, SUSCEPTIBILITY TO",Number Sign
600264,ARGININE VASOPRESSIN RECEPTOR 1B; AVPR1B,Asterisk
600265,MOVED TO 300033,Caret
600266,"SOLUTE CARRIER FAMILY 11 (PROTON-COUPLED DIVALENT METAL ION TRANSPORTER), MEMBER 1; SLC11A1",Asterisk
600267,"PROTEIN-TYROSINE PHOSPHATASE, NONRECEPTOR-TYPE, 13; PTPN13",Asterisk
600268,OCULOECTODERMAL SYNDROME; OES,Percent
600269,SHORT TARSUS WITH ABSENCE OF LOWER EYELASHES; STALE,
600270,PROCOLLAGEN C-ENDOPEPTIDASE ENHANCER; PCOLCE,Asterisk
600271,DESMOCOLLIN 3; DSC3,Asterisk
600272,COILIN; COIL,Asterisk
600273,"POLYCYSTIC KIDNEY DISEASE, INFANTILE SEVERE, WITH TUBEROUS SCLEROSIS; PKDTS",Number Sign
600274,FRONTOTEMPORAL DEMENTIA; FTD,Number Sign
600275,"NOTCH, DROSOPHILA, HOMOLOG OF, 2; NOTCH2",Asterisk
600276,"NOTCH, DROSOPHILA, HOMOLOG OF, 3; NOTCH3",Asterisk
600277,INHIBITOR OF DNA BINDING 3; ID3,Asterisk
600278,"RAP1, GTPase-ACTIVATING PROTEIN 1; RAP1GA1",Asterisk
600279,PEROXISOME BIOGENESIS FACTOR 19; PEX19,Asterisk
600280,NUCLEOTIDE-BINDING PROTEIN 1; NUBP1,Asterisk
600281,HEPATOCYTE NUCLEAR FACTOR 4-ALPHA; HNF4A,Asterisk
600282,"GLUTAMATE RECEPTOR, IONOTROPIC, KAINATE 4; GRIK4",Asterisk
600283,"GLUTAMATE RECEPTOR, IONOTROPIC, KAINATE 5; GRIK5",Asterisk
600284,ELONGATION FACTOR RNA POLYMERASE II; ELL,Asterisk
600285,EUKARYOTIC TRANSLATION TERMINATION FACTOR 1; ETF1,Asterisk
600286,"PHOSPHATIDYLINOSITOL 4-KINASE, CATALYTIC, ALPHA; PI4KA",Asterisk
600287,GLYCYL-tRNA SYNTHETASE; GARS,Asterisk
600288,FORKHEAD BOX A2; FOXA2,Asterisk
600289,MITOGEN-ACTIVATED PROTEIN KINASE 14; MAPK14,Asterisk
600290,MOVED TO 600289,Caret
600291,ADENYLATE CYCLASE 3; ADCY3,Asterisk
600292,ADENYLATE CYCLASE 4; ADCY4,Asterisk
600293,ADENYLATE CYCLASE 5; ADCY5,Asterisk
600294,ADENYLATE CYCLASE 6; ADCY6,Asterisk
600295,NATRIURETIC PEPTIDE PRECURSOR B; NPPB,Asterisk
600296,NATRIURETIC PEPTIDE PRECURSOR C; NPPC,Asterisk
600297,CAUDAL-TYPE HOMEOBOX TRANSCRIPTION FACTOR 2; CDX2,Asterisk
600298,"LIM HOMEOBOX TRANSCRIPTION FACTOR 1, ALPHA; LMX1A",Asterisk
600299,PERICENTRIOLAR MATERIAL 1; PCM1,Asterisk
600300,"SOLUTE CARRIER FAMILY 1 (GLIAL HIGH AFFINITY GLUTAMATE TRANSPORTER), MEMBER 2; SLC1A2",Asterisk
600301,"ACYL-CoA DEHYDROGENASE, SHORT/BRANCHED CHAIN; ACADSB",Asterisk
600302,FRYNS MACROCEPHALY,
600303,RAP GUANINE NUCLEOTIDE EXCHANGE FACTOR 1; RAPGEF1,Asterisk
600304,MOVED TO 170400,Caret
600305,ENOYL-CoA DELTA ISOMERASE 1; ECI1,Asterisk
600306,"PROTEASOME SUBUNIT, BETA-TYPE, 5; PSMB5",Asterisk
600307,"PROTEASOME SUBUNIT, BETA-TYPE, 6; PSMB6",Asterisk
600308,AQUAPORIN 4; AQP4,Asterisk
600309,ATRIOVENTRICULAR SEPTAL DEFECT 3; AVSD3,Number Sign
600310,CARTILAGE OLIGOMERIC MATRIX PROTEIN; COMP,Asterisk
600311,GRANZYME M; GZMM,Asterisk
600312,NUDIX HYDROLASE 1; NUDT1,Asterisk
600313,MOVED TO 600535,Caret
600314,SH2 DOMAIN-CONTAINING ADAPTOR PROTEIN B; SHB,Asterisk
600315,"TUMOR NECROSIS FACTOR RECEPTOR SUPERFAMILY, MEMBER 4; TNFRSF4",Asterisk
600316,"DEAFNESS, AUTOSOMAL RECESSIVE 3; DFNB3",Number Sign
600317,TROPOMYOSIN 4; TPM4,Asterisk
600318,"DIABETES MELLITUS, INSULIN-DEPENDENT, 3; IDDM3",Percent
600319,"DIABETES MELLITUS, INSULIN-DEPENDENT, 4; IDDM4",Percent
600320,"DIABETES MELLITUS, INSULIN-DEPENDENT, 5; IDDM5",Number Sign
600321,"DIABETES MELLITUS, INSULIN-DEPENDENT, 7; IDDM7",Percent
600322,"SYNAPTOSOMAL-ASSOCIATED PROTEIN, 25-KD; SNAP25",Asterisk
600323,REGULATOR OF G PROTEIN SIGNALING 1; RGS1,Asterisk
600324,"CHEMOKINE, CXC MOTIF, LIGAND 5; CXCL5",Asterisk
600325,AMINOPTERIN SYNDROME SINE AMINOPTERIN; ASSA,Percent
600326,DEAD/H BOX 6; DDX6,Asterisk
600327,SYNAPTOTAGMIN 3; SYT3,Asterisk
600328,"MIXED LINEAGE LEUKEMIA, TRANSLOCATED TO, 6; MLLT6",Asterisk
600329,OSTEOPETROSIS AND INFANTILE NEUROAXONAL DYSTROPHY,
600330,MOVED TO 102500,Caret
600331,PARC SYNDROME,
600332,RIPPLING MUSCLE DISEASE 1; RMD1,Percent
600333,MOTOR NEURON DISEASE WITH DEMENTIA AND OPHTHALMOPLEGIA,
600334,"TIBIAL MUSCULAR DYSTROPHY, TARDIVE; TMD",Number Sign
600335,SUCCINIC ACIDEMIA,
600336,"SOLUTE CARRIER FAMILY 18 (VESICULAR ACETYLCHOLINE), MEMBER 3; SLC18A3",Asterisk
600337,BRADYKININ RECEPTOR B1; BDKRB1,Asterisk
600338,ARYLACETAMIDE DEACETYLASE; AADAC,Asterisk
600339,HEPATOMA-DERIVED GROWTH FACTOR; HDGF,Asterisk
600340,PLASMA MEMBRANE PROTEOLIPID; PLLP,Asterisk
600341,TYRO3 PROTEIN TYROSINE KINASE; TYRO3,Asterisk
600342,"G PROTEIN-COUPLED RECEPTOR, RETINAL; RGR",Asterisk
600343,"PAROTID SALIVARY GLANDS, POLYCYSTIC DYSGENETIC DISEASE OF; PDDP",Percent
600344,MOVED TO 300058,Caret
600345,BETACELLULIN; BTC,Asterisk
600346,POLYCOMB GROUP RING FINGER PROTEIN 2; PCGF2,Asterisk
600347,BREVICAN; BCAN,Asterisk
600348,BAND HETEROTOPIA; BH,Number Sign
600349,INHIBITOR OF DNA BINDING 1; ID1,Asterisk
600350,MOVED TO 300034,Caret
600351,"ENTEROPATHY, FAMILIAL, WITH VILLOUS EDEMA AND IMMUNOGLOBULIN G2 DEFICIENCY",
600352,MOVED TO 112205,Caret
600353,S100 CALCIUM-BINDING PROTEIN A7; S100A7,Asterisk
600354,SURVIVAL OF MOTOR NEURON 1; SMN1,Asterisk
600355,NEURONAL APOPTOSIS INHIBITORY PROTEIN; NAIP,Asterisk
600356,"PACHYDERMODACTYLY, FAMILIAL",
